Search keyword,Search keyword status,Search keyword status reasons,Search keyword match type,Campaign,Ad group,Currency code,Keyword max CPC,Clicks,Impr.,CTR,Avg. CPC,Cost,Impr. (Abs. Top) %,Impr. (Top) %,Conversions,View-through conv.,Cost / conv.,Conv. rate,Avg. CPM
npma 33 cost,Not eligible,campaign paused,Broad match,BPM - Termites,Termites,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
npma 33 cost,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Termites,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
okc exterminator,Removed,campaign paused; removed,Broad match,Priority Pest,Res Pest Control,USD,0,0,2,0.00%,0,0.00,0.00%,0.00%,0.00,0,0,0,0.00
OKC flea control,Not eligible,campaign paused,Broad match,BPM - Flea & Tick,Flea and Tick,USD,0.01,0,6,0.00%,0,0.00,66.67%,83.33%,0.00,0,0,0,0.00
OKC flea control,Not eligible,campaign paused,Broad match,Priority Pest,Flea and Tick,USD,0.01,0,4,0.00%,0,0.00,0.00%,0.00%,0.00,0,0,0,0.00
OKC flea extermination,Not eligible,campaign paused; rarely served,Broad match,BPM - Flea & Tick,Flea and Tick,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
OKC flea extermination,Not eligible,campaign paused; rarely served,Broad match,Priority Pest,Flea and Tick,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
okc pest control,Removed,campaign paused; removed,Phrase match,Priority Pest,Res Pest Control,USD,0,2,35,5.71%,4.66,9.31,28.13%,59.38%,0.00,0,0,0.00%,266.00
okc pest control,Removed,campaign paused; removed,Broad match,Priority Pest,Res Pest Control,USD,0,0,6,0.00%,0,0.00,16.67%,83.33%,0.00,0,0,0,0.00
OKC pest control,Removed,removed,Broad match,Warm_Weather_03-10,General Pest,USD,0,1,10,10.00%,10.15,10.15,30.00%,90.00%,0.00,0,0,0.00%,1015.00
okc termite control,Not eligible,campaign paused,Broad match,BPM - Termites,Termites,USD,0.01,19,249,7.63%,6.09,115.62,24.74%,63.92%,1.00,0,115.62,5.26%,464.34
okc termite control,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Termites,USD,0.01,10,107,9.35%,5.20,52.04,21.05%,64.91%,0.00,0,0,0.00%,486.36
OKC termite control,Eligible,,Broad match,Warm_Weather_03-10,Termite,USD,0.01,0,2,0.00%,0,0.00,0.00%,50.00%,0.00,0,0,0,0.00
okc termite inspection,Removed,campaign paused; ad group paused; removed,Phrase match,Priority Pest,Termite Inspection,USD,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0
okc termite inspection,Removed,campaign paused; ad group paused; removed,Broad match,Priority Pest,Termite Inspection,USD,0,0,2,0.00%,0,0.00,0.00%,0.00%,0.00,0,0,0,0.00
oklahoma city exterminators,Removed,campaign paused; removed,Phrase match,Priority Pest,Res Pest Control,USD,0,0,8,0.00%,0,0.00,0.00%,0.00%,0.00,0,0,0,0.00
oklahoma city exterminators,Removed,campaign paused; removed,Broad match,Priority Pest,Res Pest Control,USD,0,0,2,0.00%,0,0.00,0,0,0.00,0,0,0,0.00
oklahoma city mole removal,Removed,campaign paused; removed,Phrase match,Priority Pest,Mole and Gopher,USD,0,0,20,0.00%,0,0.00,40.00%,95.00%,0.00,0,0,0,0.00
oklahoma city mole removal,Not eligible,campaign paused,Broad match,BPM - Mole & Gopher,Mole and Gopher,USD,0.01,3,36,8.33%,3.08,9.24,67.74%,96.77%,0.00,0,0,0.00%,256.67
oklahoma city mole removal,Not eligible,campaign paused,Broad match,Priority Pest,Mole and Gopher,USD,0.01,33,341,9.68%,5.91,194.93,69.63%,94.79%,3.00,0,64.98,9.09%,571.64
oklahoma mosquito control,Eligible,,Broad match,Warm_Weather_03-10,Mosquito,USD,0.01,0,14,0.00%,0,0.00,53.85%,92.31%,0.00,0,0,0,0.00
oklahoma pest control,Not eligible,campaign paused,Broad match,BPM - Residential,Res Pest Control,USD,0.01,23,572,4.02%,7.87,180.96,36.12%,79.42%,2.00,0,90.48,8.70%,316.36
oklahoma pest control,Not eligible,campaign paused,Broad match,Priority Pest,Res Pest Control,USD,0.01,9,531,1.69%,4.49,40.40,21.17%,66.44%,0.00,0,0,0.00%,76.08
oklahoma termite,Paused,campaign paused; paused,Broad match,BPM - Termites,Termites,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
oklahoma termite,Paused,campaign paused; ad group paused; paused; low quality,Broad match,Priority Pest,Termites,USD,0.01,2,71,2.82%,8.38,16.76,20.63%,60.32%,0.00,0,0,0.00%,236.06
oklahoma termite specialist,Not eligible,campaign paused; low quality,Broad match,BPM - Termites,Termites,USD,0.01,1,10,10.00%,6.87,6.87,30.00%,80.00%,0.00,0,0,0.00%,687.00
oklahoma termite specialist,Not eligible,campaign paused; ad group paused; low quality,Broad match,Priority Pest,Termites,USD,0.01,0,15,0.00%,0,0.00,23.08%,84.62%,0.00,0,0,0,0.00
one time bug treatment,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,6,56,10.71%,2.74,16.43,60.00%,80.00%,0.00,0,0,0.00%,293.39
one time bug treatment,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,1,75,1.33%,4.84,4.84,13.43%,70.15%,0.00,0,0,0.00%,64.53
Orkin,Paused,campaign paused; ad group removed; paused,Broad match,BPM - Commercial,Insects,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
Orkin,Paused,campaign paused; paused,Broad match,Priority Pest,Insects,USD,0.01,19,278,6.83%,5.69,108.11,18.45%,93.36%,1.00,0,108.11,5.26%,388.88
orkin bed bug treatment cost,Paused,paused,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
orkin bed bug treatment cost,Paused,campaign paused; ad group paused; paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,1,2,50.00%,7.80,7.80,100.00%,100.00%,0.00,0,0,0.00%,3900.00
orkin bed bug treatment reviews,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,1,3,33.33%,8.47,8.47,100.00%,100.00%,0.00,0,0,0.00%,2823.33
orkin bed bug treatment reviews,Removed,campaign paused; ad group paused; removed,Phrase match,Priority Pest,Bed Bugs,USD,0,0,1,0.00%,0,0.00,100.00%,100.00%,0.00,0,0,0,0.00
orkin bed bug treatment reviews,Not eligible,campaign paused; ad group paused; low quality,Broad match,Priority Pest,Bed Bugs,USD,0.01,0,3,0.00%,0,0.00,33.33%,100.00%,0.00,0,0,0,0.00
orkin bug exterminator,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
orkin bug exterminator,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,2,122,1.64%,25.54,51.08,30.21%,92.71%,0.00,0,0,0.00%,418.69
orkin commercial services,Not eligible,campaign paused,Broad match,BPM - Commercial,Comm Pest Control,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
orkin commercial services,Not eligible,campaign paused,Broad match,Priority Pest,Comm Pest Control,USD,0.01,0,1,0.00%,0,0.00,100.00%,100.00%,0.00,0,0,0,0.00
orkin exterminator,Removed,campaign paused; ad group paused; removed,Phrase match,Priority Pest,Bed Bugs,USD,0,0,16,0.00%,0,0.00,9.09%,72.73%,0.00,0,0,0,0.00
orkin exterminator,Not eligible,campaign paused,Broad match,BPM - Residential,Res Pest Control,USD,0.01,0,34,0.00%,0,0.00,29.17%,100.00%,0.00,0,0,0,0.00
orkin exterminator,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,5,151,3.31%,10.73,53.64,29.17%,90.00%,2.00,0,26.82,40.00%,355.23
orkin exterminator,Not eligible,campaign paused,Broad match,Priority Pest,Res Pest Control,USD,0.01,1,16,6.25%,5.94,5.94,40.00%,93.33%,0.00,0,0,0.00%,371.25
orkin near me,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,7,133,5.26%,7.78,54.46,42.50%,96.67%,0.00,0,0,0.00%,409.47
orkin near me,Removed,campaign paused; ad group paused; removed,Phrase match,Priority Pest,Bed Bugs,USD,0,0,6,0.00%,0,0.00,16.67%,66.67%,0.00,0,0,0,0.00
orkin near me,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,4,45,8.89%,15.74,62.95,30.00%,96.67%,1.00,0,62.95,25.00%,1398.85
orkin okc,Not eligible,campaign paused; low quality,Broad match,BPM - Termites,Termites,USD,0.01,0,36,0.00%,0,0.00,9.09%,81.82%,0.00,0,0,0,0.00
orkin okc,Not eligible,campaign paused; ad group paused; low quality,Broad match,Priority Pest,Termites,USD,0.01,1,27,3.70%,4.97,4.97,7.69%,76.92%,0.00,0,0,0.00%,184.07
orkin oklahoma city,Paused,campaign paused; paused,Broad match,BPM - Commercial,Comm Pest Control,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
orkin oklahoma city,Removed,campaign paused; removed,Broad match,Priority Pest,Comm Pest Control,USD,0,1,1,100.00%,3.63,3.63,100.00%,100.00%,0.00,0,0,0.00%,3630.00
orkin pest & termite control,Not eligible,campaign paused,Broad match,BPM - Termites,Termites,USD,0.01,4,55,7.27%,6.06,24.24,25.00%,90.00%,1.00,0,24.24,25.00%,440.73
orkin pest & termite control,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Termites,USD,0.01,0,9,0.00%,0,0.00,0,0,0.00,0,0,0,0.00
orkin pest control,Not eligible,campaign paused,Broad match,BPM - Residential,Res Pest Control,USD,0.01,18,322,5.59%,8.33,149.97,25.00%,90.00%,1.00,0,149.97,5.56%,465.75
orkin pest control,Not eligible,campaign paused,Broad match,Priority Pest,Res Pest Control,USD,0.01,67,"1,232",5.44%,5.94,398.13,23.30%,93.79%,7.50,0,53.08,11.19%,323.15
orkin pest control near me,Eligible,,Broad match,BPM - Bedbugs,Bed Bugs,USD,0.01,4,19,21.05%,6.26,25.05,16.67%,75.00%,0.00,0,0,0.00%,1318.42
orkin pest control near me,Not eligible,campaign paused,Broad match,BPM - Residential,Res Pest Control,USD,0.01,0,13,0.00%,0,0.00,18.18%,90.91%,0.00,0,0,0,0.00
orkin pest control near me,Not eligible,campaign paused; ad group paused; low quality,Broad match,Priority Pest,Bed Bugs,USD,0.01,1,26,3.85%,4.65,4.65,24.00%,88.00%,0.00,0,0,0.00%,178.85
orkin pest control near me,Not eligible,campaign paused,Broad match,Priority Pest,Res Pest Control,USD,0.01,0,19,0.00%,0,0.00,17.65%,88.24%,0.00,0,0,0,0.00
orkin pest control okc,Not eligible,campaign paused,Broad match,BPM - Termites,Termites,USD,0.01,0,9,0.00%,0,0.00,37.50%,87.50%,0.00,0,0,0,0.00
orkin pest control okc,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Termites,USD,0.01,0,16,0.00%,0,0.00,12.50%,75.00%,0.00,0,0,0,0.00
orkin pest control phone number,Not eligible,campaign paused; ad group removed,Broad match,BPM - Commercial,Insects,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
orkin pest control phone number,Not eligible,campaign paused,Broad match,Priority Pest,Insects,USD,0.01,0,3,0.00%,0,0.00,0.00%,100.00%,0.00,0,0,0,0.00
orkin pest control prices,Removed,campaign paused; removed,Phrase match,Priority Pest,Res Pest Control,USD,0,0,2,0.00%,0,0.00,0.00%,100.00%,0.00,0,0,0,0.00
orkin pest control prices,Not eligible,campaign paused; low quality,Broad match,BPM - Residential,Res Pest Control,USD,0.01,1,5,20.00%,7.44,7.44,40.00%,100.00%,0.00,0,0,0.00%,1488.00
orkin pest control prices,Not eligible,campaign paused,Broad match,Priority Pest,Res Pest Control,USD,0.01,1,5,20.00%,2.38,2.38,40.00%,60.00%,0.00,0,0,0.00%,476.29
orkin roaches,Not eligible,campaign paused,Broad match,BPM - Cockroaches,Cockroaches,USD,0.01,0,12,0.00%,0,0.00,0.00%,100.00%,0.00,0,0,0,0.00
orkin roaches,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Cockroaches,USD,0.01,3,18,16.67%,2.30,6.90,11.76%,100.00%,0.00,0,0,0.00%,383.36
orkin services,Removed,campaign paused; removed,Phrase match,Priority Pest,Res Pest Control,USD,0,1,3,33.33%,2.87,2.87,0.00%,100.00%,1.00,0,2.87,100.00%,956.67
orkin services,Not eligible,campaign paused,Broad match,BPM - Residential,Res Pest Control,USD,0.01,0,1,0.00%,0,0.00,0.00%,100.00%,0.00,0,0,0,0.00
orkin services,Not eligible,campaign paused,Broad match,Priority Pest,Res Pest Control,USD,0.01,0,28,0.00%,0,0.00,11.76%,82.35%,0.00,0,0,0,0.00
Orkin Spider Repellant,Paused,campaign paused; ad group paused; paused; rarely served,Broad match,BPM - Residential,Spiders,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
Orkin Spider Repellant,Paused,campaign paused; paused; rarely served,Broad match,Priority Pest,Spiders,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
orkin termite control,Not eligible,campaign paused,Broad match,BPM - Termites,Termites,USD,0.01,2,94,2.13%,12.32,24.63,22.62%,97.62%,1.00,0,24.63,50.00%,262.02
orkin termite control,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Termites,USD,0.01,0,13,0.00%,0,0.00,8.33%,91.67%,0.00,0,0,0,0.00
orkin termite control reviews,Not eligible,campaign paused,Broad match,BPM - Termites,Termites,USD,0.01,0,1,0.00%,0,0.00,0,0,0.00,0,0,0,0.00
orkin termite control reviews,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Termites,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
orkin termite inspection,Paused,campaign paused; paused,Broad match,BPM - Termites,Termites,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
orkin termite inspection,Paused,campaign paused; ad group paused; paused,Broad match,Priority Pest,Termites,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
orkin termite treatment cost,Not eligible,campaign paused; low quality,Broad match,BPM - Termites,Termites,USD,0.01,0,3,0.00%,0,0.00,0.00%,66.67%,0.00,0,0,0,0.00
orkin termite treatment cost,Not eligible,campaign paused; ad group paused; low quality,Broad match,Priority Pest,Termites,USD,0.01,0,13,0.00%,0,0.00,7.69%,61.54%,0.00,0,0,0,0.00
orkin wasp removal cost,Not eligible,campaign paused; ad group paused,Broad match,BPM - Wasp & Hornet,Wasp & Hornet,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
orkin wasp removal cost,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Wasp & Hornet,USD,0.01,1,4,25.00%,9.08,9.08,0.00%,100.00%,0.00,0,0,0.00%,2270.00
orkins,Removed,campaign paused; removed,Broad match,Priority Pest,Res Pest Control,USD,0,0,23,0.00%,0,0.00,30.00%,65.00%,0.00,0,0,0,0.00
outdoor ant control,Not eligible,ad group removed,Broad match,Warm_Weather_03-10,Ant,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
outdoor bug control,Paused,campaign paused; paused,Broad match,Priority Pest,Mosquito Removal,USD,0.01,0,4,0.00%,0,0.00,25.00%,100.00%,0.00,0,0,0,0.00
outdoor mosquito repellent,Paused,campaign paused; paused,Broad match,BPM - Mosquitos,Mosquito Removal,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
outdoor mosquito repellent,Paused,campaign paused; paused,Broad match,Priority Pest,Mosquito Removal,USD,0.01,5,116,4.31%,1.80,9.02,38.26%,87.83%,0.00,0,0,0.00%,77.76
outdoor pest killer,Not eligible,campaign paused,Broad match,Priority Pest,Insects,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
outdoor pest killer,Not eligible,campaign paused,Broad match,Priority Pest,Res Pest Control,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
palmetto bug,Removed,campaign paused; removed,Broad match,Priority Pest,Res Pest Control,USD,0,0,1,0.00%,0,0.00,100.00%,100.00%,0.00,0,0,0,0.00
paper wasp,Removed,campaign paused; removed,Broad match,Priority Pest,Res Pest Control,USD,0,0,39,0.00%,0,0.00,56.41%,66.67%,0.00,0,0,0,0.00
paper wasp removal,Not eligible,campaign paused; ad group paused,Broad match,BPM - Wasp & Hornet,Wasp & Hornet,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
paper wasp removal,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Wasp & Hornet,USD,0.01,0,3,0.00%,0,0.00,0,0,0.00,0,0,0,0.00
parker pest control,Not eligible,campaign paused,Broad match,BPM - Termites,Termites,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
parker pest control,Not eligible,campaign paused; ad group paused; low quality,Broad match,Priority Pest,Termites,USD,0.01,0,2,0.00%,0,0.00,50.00%,100.00%,0.00,0,0,0,0.00
pest & termite control services,Eligible,,Broad match,Warm_Weather_03-10,Termite,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
pest and,Not eligible,campaign paused,Broad match,Priority Pest,Mole and Gopher,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
pest and bug control,Not eligible,campaign paused,Broad match,BPM - Mole & Gopher,Mole and Gopher,USD,0.01,5,145,3.45%,2.03,10.14,46.43%,83.93%,0.00,0,0,0.00%,69.93
pest and home inspection,Not eligible,campaign paused,Broad match,BPM - Mole & Gopher,Mole and Gopher,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
pest and pest control,Not eligible,campaign paused,Broad match,BPM - Residential,Res Pest Control,USD,0.01,0,79,0.00%,0,0.00,61.11%,100.00%,0.00,0,0,0,0.00
pest and pest control,Not eligible,campaign paused,Broad match,Priority Pest,Res Pest Control,USD,0.01,0,58,0.00%,0,0.00,32.14%,82.14%,0.00,0,0,0,0.00
pest and pest management,Not eligible,campaign paused,Broad match,BPM - Mole & Gopher,Mole and Gopher,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
pest and rodent control services,Not eligible,campaign paused,Broad match,BPM - Rats & Mice,Rats & Mice,USD,0.01,1,39,2.56%,18.29,18.29,29.17%,62.50%,0.00,0,0,0.00%,468.97
pest and rodent removal,Not eligible,campaign paused,Broad match,BPM - Rats & Mice,Rats & Mice,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
pest and rodent removal,Not eligible,campaign paused,Broad match,New_Rats&Mice_Leads,Ad group 1,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
pest and termite control companies,Eligible,,Broad match,Warm_Weather_03-10,Termite,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
pest and termite inspection,Not eligible,campaign paused; ad group removed,Broad match,Priority Pest,Termite Inspection,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
pest and termite treatment,Eligible,,Broad match,Warm_Weather_03-10,Termite,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
pest and vermin control,Not eligible,campaign paused,Broad match,BPM - Mole & Gopher,Mole and Gopher,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
pest arrest,Paused,campaign paused; ad group paused; paused; low quality,Phrase match,Priority Pest,Bed Bugs,USD,0.01,1,5,20.00%,9.86,9.86,60.00%,100.00%,0.00,0,0,0.00%,1972.00
pest bug control,Not eligible,campaign paused,Broad match,BPM - Mole & Gopher,Mole and Gopher,USD,0.01,2,9,22.22%,0.83,1.66,0.00%,0.00%,0.00,0,0,0.00%,184.44
pest catcher,Not eligible,campaign paused,Broad match,BPM - Residential,Res Pest Control,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
pest control,Eligible,,Broad match,Warm_Weather_03-10,General Pest,USD,0.01,286,"5,560",5.14%,11.16,3190.86,36.18%,84.89%,24.00,0,132.95,8.39%,573.90
pest control,Paused,campaign paused; paused,Broad match,BPM - Flea & Tick,Flea and Tick,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
pest control,Paused,campaign paused; ad group paused; paused,Broad match,Priority Pest,Cockroaches,USD,0.01,18,565,3.19%,2.50,45.03,28.54%,75.83%,0.00,0,0,0.00%,79.70
pest control,Paused,campaign paused; paused,Broad match,Priority Pest,Flea and Tick,USD,0.01,6,397,1.51%,1.67,10.01,28.41%,80.81%,0.00,0,0,0.00%,25.21
pest control,Paused,campaign paused; paused,Broad match,Priority Pest,Mole and Gopher,USD,0.01,13,587,2.21%,6.46,83.96,18.81%,50.92%,0.00,0,0,0.00%,143.03
pest control,Paused,campaign paused; paused,Broad match,Priority Pest,Mosquito Removal,USD,0.01,9,251,3.59%,1.29,11.64,21.03%,68.72%,0.00,0,0,0.00%,46.37
pest control,Paused,campaign paused; ad group paused; paused,Broad match,Priority Pest,Rats & Mice,USD,0.01,35,543,6.45%,1.19,41.82,21.48%,67.30%,0.00,0,0,0.00%,77.02
pest control,Removed,campaign paused; removed,Phrase match,Priority Pest,Res Pest Control,USD,0,2,20,10.00%,4.43,8.85,50.00%,62.50%,0.00,0,0,0.00%,442.50
pest control,Removed,campaign paused; removed,Broad match,Priority Pest,Comm Pest Control,USD,0,9,158,5.70%,2.46,22.10,23.87%,72.90%,0.00,0,0,0.00%,139.87
pest control,Not eligible,campaign paused,Broad match,BedBug_Leads_New,BB_New,USD,0.01,33,326,10.12%,4.26,140.63,42.22%,80.74%,1.00,0,140.63,3.03%,431.38
pest control,Not eligible,campaign paused,Broad match,BPM - Residential,Res Pest Control,USD,0.01,235,"4,331",5.43%,7.91,1858.45,37.95%,77.07%,15.00,0,123.90,6.38%,429.10
pest control,Not eligible,campaign paused,Broad match,Priority Pest,Res Pest Control,USD,0.01,208,"5,076",4.10%,4.24,882.07,22.89%,66.29%,12.50,0,70.57,6.01%,173.77
pest control 101,Not eligible,campaign paused; ad group paused,Broad match,Priority Pest,Bed Bugs,USD,0.01,0,4,0.00%,0,0.00,33.33%,66.67%,0.00,0,0,0,0.00
pest control and eradication,Not eligible,campaign paused,Broad match,BPM - Mole & Gopher,Mole and Gopher,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
pest control and exterminator,Not eligible,campaign paused,Broad match,BPM - Mole & Gopher,Mole and Gopher,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
pest control and pest management,Not eligible,campaign paused,Broad match,BPM - Mole & Gopher,Mole and Gopher,USD,0.01,0,1,0.00%,0,0.00,0.00%,100.00%,0.00,0,0,0,0.00
pest control and termite companies,Eligible,,Broad match,Warm_Weather_03-10,Termite,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
pest control and termite treatment,Not eligible,campaign paused,Broad match,Priority Pest,Mole and Gopher,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
pest control bed bugs,Removed,campaign paused; ad group paused; removed,Phrase match,Priority Pest,Bed Bugs,USD,0,1,7,14.29%,15.73,15.73,28.57%,85.71%,0.00,0,0,0.00%,2247.14
pest control bed bugs,Removed,campaign paused; ad group paused; removed,Broad match,Priority Pest,Bed Bugs,USD,0,3,86,3.49%,15.13,45.38,38.46%,96.15%,0.00,0,0,0.00%,527.67
pest control bugs and insects,Not eligible,campaign paused,Broad match,BPM - Mole & Gopher,Mole and Gopher,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
pest control by me,Eligible,,Broad match,Warm_Weather_03-10,Mole & Gopher,USD,0.01,0,9,0.00%,0,0.00,0.00%,100.00%,0.00,0,0,0,0.00
pest control companies,Paused,campaign paused; paused,Broad match,Priority Pest,Comm Pest Control,USD,0.01,2,24,8.33%,1.46,2.92,12.50%,43.75%,0.00,0,0,0.00%,121.67
pest control companies,Paused,campaign paused; paused,Broad match,Priority Pest,Mole and Gopher,USD,0.01,0,4,0.00%,0,0.00,0,0,0.00,0,0,0,0.00
pest control companies in my area,Not eligible,campaign paused,Broad match,BPM - Residential,Res Pest Control,USD,0.01,0,2,0.00%,0,0.00,0,0,0.00,0,0,0,0.00
pest control companies near me,Paused,campaign paused; paused,Broad match,Priority Pest,Mole and Gopher,USD,0.01,0,10,0.00%,0,0.00,0.00%,0.00%,0.00,0,0,0,0.00
pest control companies near me,Removed,campaign paused; removed,Broad match,Priority Pest,Res Pest Control,USD,0,0,2,0.00%,0,0.00,0.00%,50.00%,0.00,0,0,0,0.00
pest control company,Eligible,,Broad match,Warm_Weather_03-10,General Pest,USD,0.01,0,2,0.00%,0,0.00,0.00%,100.00%,0.00,0,0,0,0.00
