Audience segment,Audience segment state,Campaign,Ad group,Currency code,Ad group default max. CPC,Audience segment max CPC,Audience Segment Bid adj.,Targeting Setting,Clicks,Impr.,CTR,Avg. CPC,Cost,Avg. CPM
Lifestyles & Hobbies › Pet Lovers,Enabled,Warm_Weather_03-10,Ant,USD,0.01,0, --,Observation,0,0,0,0,0.00,0
Lifestyles & Hobbies › Pet Lovers,Enabled,Warm_Weather_03-10,Flea & Tick,USD,0.01,0, --,Observation,27,441,6.12%,7.34,198.06,449.12
Lifestyles & Hobbies › Pet Lovers,Enabled,Warm_Weather_03-10,General Pest,USD,0.01,0, --,Observation,74,"1,121",6.60%,11.00,813.94,726.08
Lifestyles & Hobbies › Pet Lovers,Enabled,Warm_Weather_03-10,Mole & Gopher,USD,0.01,0, --,Observation,10,225,4.44%,4.07,40.65,180.67
Lifestyles & Hobbies › Pet Lovers,Enabled,Warm_Weather_03-10,Mosquito,USD,0.01,0, --,Observation,1,111,0.90%,5.57,5.57,50.18
Lifestyles & Hobbies › Pet Lovers,Enabled,Warm_Weather_03-10,Rodent,USD,0.01,0, --,Observation,0,0,0,0,0.00,0
Lifestyles & Hobbies › Pet Lovers,Enabled,Warm_Weather_03-10,Termite,USD,0.01,0, --,Observation,3,114,2.63%,5.74,17.21,150.96
Home & Garden › Pet Supplies,Enabled,BedBug_Leads_New,BB_New,USD,0.01,0, --,Observation,4,33,12.12%,8.19,32.74,992.12
Home & Garden › Pet Supplies,Enabled,New_Rats&Mice_Leads,Ad group 1,USD,0.01,0, --,Observation,1,1,100.00%,0.89,0.89,890.00
Home & Garden › Pet Supplies,Enabled,Priority Pest,Ants,USD,0.01,0, +0%,Observation,1,14,7.14%,11.31,11.31,807.86
Home & Garden › Pet Supplies,Enabled,Priority Pest,Bed Bugs,USD,0.01,0, +0%,Observation,184,"2,832",6.50%,5.90,1085.80,383.40
Home & Garden › Pet Supplies,Enabled,Priority Pest,Bedbugs - Dyn,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Pet Supplies,Enabled,Priority Pest,Cockroach - Dyn,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Pet Supplies,Enabled,Priority Pest,Cockroaches,USD,0.01,0, +0%,Observation,79,"1,722",4.59%,4.42,349.49,202.95
Home & Garden › Pet Supplies,Enabled,Priority Pest,Comm Pest Control,USD,0.01,0, +0%,Observation,1,5,20.00%,7.60,7.60,1520.00
Home & Garden › Pet Supplies,Enabled,Priority Pest,Comm Pest Control - Dyn,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Pet Supplies,Enabled,Priority Pest,Flea and Tick,USD,0.01,0, +0%,Observation,2,6,33.33%,3.64,7.28,1213.19
Home & Garden › Pet Supplies,Enabled,Priority Pest,Insects,USD,0.01,0, +0%,Observation,2,2,100.00%,11.65,23.29,11646.91
Home & Garden › Pet Supplies,Enabled,Priority Pest,Mole and Gopher,USD,0.01,0, +0%,Observation,114,"1,604",7.11%,4.95,564.13,351.70
Home & Garden › Pet Supplies,Enabled,Priority Pest,Mole and Gopher - Dyn,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Pet Supplies,Enabled,Priority Pest,Mosquito Removal,USD,0.01,0, +0%,Observation,1,1,100.00%,2.10,2.10,2100.00
Home & Garden › Pet Supplies,Enabled,Priority Pest,Priority Pest - dynamic ad group,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Pet Supplies,Enabled,Priority Pest,Rats & Mice,USD,0.01,0, +0%,Observation,132,"2,521",5.24%,6.12,808.03,320.52
Home & Garden › Pet Supplies,Enabled,Priority Pest,Rats and Mice - Dyn,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Pet Supplies,Enabled,Priority Pest,Res Pest Control,USD,0.01,0, +0%,Observation,50,"1,371",3.65%,8.20,410.16,299.17
Home & Garden › Pet Supplies,Enabled,Priority Pest,Res Pest Control - Dyn,USD,0.01,0, +0%,Observation,0,1,0.00%,0,0.00,0.00
Home & Garden › Pet Supplies,Enabled,Priority Pest,SKAG | gopher poison | BROAD,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Pet Supplies,Enabled,Priority Pest,SKAG | how to remove moles | BROAD,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Pet Supplies,Enabled,Priority Pest,SKAG | tick removal | BROAD,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Pet Supplies,Enabled,Priority Pest,Spiders,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Pet Supplies,Enabled,Priority Pest,Termite Inspection,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Pet Supplies,Enabled,Priority Pest,Termite Inspection,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Pet Supplies,Enabled,Priority Pest,Termite Inspection,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Pet Supplies,Enabled,Priority Pest,Termite Inspection - Dyn,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Pet Supplies,Enabled,Priority Pest,Termites,USD,0.01,0, +0%,Observation,3,168,1.79%,3.00,9.00,53.57
Home & Garden › Pet Supplies,Enabled,Priority Pest,Termites - Dyn,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Home & Garden › Pet Supplies,Enabled,Priority Pest,Wasp & Hornet,USD,0.01,0, +0%,Observation,0,0,0,0,0.00,0
Real Estate,Enabled,Warm_Weather_03-10,Ant,USD,0.01,0, --,Observation,0,0,0,0,0.00,0
Real Estate,Enabled,Warm_Weather_03-10,Flea & Tick,USD,0.01,0, --,Observation,6,201,2.99%,5.42,32.50,161.69
Real Estate,Enabled,Warm_Weather_03-10,General Pest,USD,0.01,0, --,Observation,28,549,5.10%,11.31,316.73,576.92
Real Estate,Enabled,Warm_Weather_03-10,Mole & Gopher,USD,0.01,0, --,Observation,5,109,4.59%,6.28,31.41,288.17
Real Estate,Enabled,Warm_Weather_03-10,Mosquito,USD,0.01,0, --,Observation,2,64,3.13%,15.48,30.95,483.59
Real Estate,Enabled,Warm_Weather_03-10,Rodent,USD,0.01,0, --,Observation,0,0,0,0,0.00,0
Real Estate,Enabled,Warm_Weather_03-10,Termite,USD,0.01,0, --,Observation,1,83,1.20%,13.59,13.59,163.73
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,Ants,USD,0.01,0, --,Observation,2,24,8.33%,2.19,4.37,182.08
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,Bed Bugs,USD,0.01,0, --,Observation,29,390,7.44%,5.07,146.96,376.82
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,Bedbugs - Dyn,USD,0.01,0, --,Observation,7,49,14.29%,13.00,91.02,1857.55
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,Cockroach - Dyn,USD,0.01,0, --,Observation,0,2,0.00%,0,0.00,0.00
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,Cockroaches,USD,0.01,0, --,Observation,11,116,9.48%,2.07,22.82,196.72
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,Comm Pest Control,USD,0.01,0, --,Observation,0,8,0.00%,0,0.00,0.00
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,Comm Pest Control - Dyn,USD,0.01,0, --,Observation,0,1,0.00%,0,0.00,0.00
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,Flea and Tick,USD,0.01,0, --,Observation,7,106,6.60%,1.30,9.09,85.75
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,Insects,USD,0.01,0, --,Observation,1,22,4.55%,2.54,2.54,115.45
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,Mole and Gopher,USD,0.01,0, --,Observation,15,138,10.87%,2.33,35.02,253.77
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,Mole and Gopher - Dyn,USD,0.01,0, --,Observation,0,5,0.00%,0,0.00,0.00
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,Mosquito Removal,USD,0.01,0, --,Observation,5,60,8.33%,1.23,6.14,102.33
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,Priority Pest - dynamic ad group,USD,0.01,0, --,Observation,0,0,0,0,0.00,0
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,Rats & Mice,USD,0.01,0, --,Observation,11,218,5.05%,4.02,44.25,202.98
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,Rats and Mice - Dyn,USD,0.01,0, --,Observation,0,0,0,0,0.00,0
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,Res Pest Control,USD,0.01,0, --,Observation,8,178,4.49%,4.83,38.67,217.25
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,Res Pest Control - Dyn,USD,0.01,0, --,Observation,0,6,0.00%,0,0.00,0.00
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,SKAG | gopher poison | BROAD,USD,0.01,0, --,Observation,0,0,0,0,0.00,0
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,SKAG | how to remove moles | BROAD,USD,0.01,0, --,Observation,0,0,0,0,0.00,0
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,SKAG | tick removal | BROAD,USD,0.01,0, --,Observation,0,0,0,0,0.00,0
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,Spiders,USD,0.01,0, --,Observation,0,12,0.00%,0,0.00,0.00
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,Termite Inspection,USD,0.01,0, --,Observation,1,11,9.09%,4.27,4.27,388.18
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,Termite Inspection,USD,0.01,0, --,Observation,0,0,0,0,0.00,0
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,Termite Inspection,USD,0.01,0, --,Observation,0,0,0,0,0.00,0
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,Termite Inspection - Dyn,USD,0.01,0, --,Observation,0,1,0.00%,0,0.00,0.00
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,Termites,USD,0.01,0, --,Observation,3,41,7.32%,3.93,11.79,287.56
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,Termites - Dyn,USD,0.01,0, --,Observation,0,2,0.00%,0,0.00,0.00
Employment › Industry › Real Estate Industry,Enabled,Priority Pest,Wasp & Hornet,USD,0.01,0, --,Observation,1,18,5.56%,1.19,1.19,66.11
Homeownership Status › Renters,Enabled,BedBug_Leads_New,BB_New,USD,0.01,0, --,Observation,0,4,0.00%,0,0.00,0.00
